#Addr, Size, Enable addr
0x000000,16384,
0x040000,4,
0x048000,129,
0x04820c,1,
0x048220,2,
0x048280,4,
0x0482bc,5,
0x0482fc,19,
0x048360,7,
0x048380,2,
0x04838c,2,
0x0483a0,1,
0x048404,4,
0x048420,3,
0x048430,7,
0x048480,4,
0x0484a0,5,
0x0484c0,1,
0x048500,1,
0x049000,257,
0x049408,130,
0x049620,1,
0x04962c,1,
0x049640,1,
0x04964c,1,
0x049800,3,
0x049810,3,
0x049820,3,
0x049830,6,
0x049884,5,
0x0498a0,1,
0x0498a8,6,
0x049900,6,
0x04993c,7,
0x04997c,10,
0x049a04,1,
0x049a0c,26,
0x049a80,6,
0x049aa0,6,
0x049ac0,13,
0x049b00,4,
0x04a004,1,
0x04a014,3,
0x04a024,5,
0x04a040,8,
0x04a080,1,
0x04a100,1,
0x04a124,5,
0x04a140,6,
0x04a160,13,
0x04a1a0,1,
0x04a1ac,1,
0x04a1c0,1,
0x04a1cc,1,
0x04a1e0,1,
0x04a1ec,1,
0x04a200,263,
0x04a620,2,
0x04a684,21,
0x04a800,8,
0x04a840,4,
0x04a860,15,
0x04a900,6,
0x04a920,6,
0x04a940,6,
0x04a964,1,
0x04a970,4,
0x04a984,5,
0x04a9a4,1,
0x04a9ac,3,
0x04a9bc,1,
0x04aa00,4,
0x04aa24,5,
0x04aa44,3,
0x04aa54,5,
0x04b004,35,
0x04b200,1,
0x04b220,1,
0x04b22c,1,
0x04b240,1,
0x04b24c,1,
0x04b260,1,
0x04b274,7,
0x04b2a0,5,
0x04b2c0,25,
0x04b330,3,
0x04b340,3,
0x04b400,1,
0x04b480,39,
0x04b600,1,
0x04b608,2,
0x04b680,6,
0x04b6a0,6,
0x04b6c0,13,
0x04b700,9,
0x04b730,3,
0x04b740,3,
0x04b780,4,
0x04b7a0,5,
0x04b800,1,
0x04b80c,1,
0x04b818,1,
0x04b824,1,
0x04b830,1,
0x04b83c,1,
0x04b848,1,
0x04b854,1,
0x04b860,1,
0x04b86c,1,
0x04b878,1,
0x04b884,1,
0x04b890,1,
0x04b89c,1,
0x04b8a8,1,
0x04b8b4,1,
0x04b8c0,1,
0x04b8cc,1,
0x04b8d8,1,
0x04b8e4,1,
0x04b8f0,1,
0x04b8fc,1,
0x04b908,1,
0x04b914,1,
0x04b920,1,
0x04b92c,1,
0x04b938,1,
0x04b944,1,
0x04b950,1,
0x04b95c,1,
0x04b968,1,
0x04b974,1,
0x04ba00,19,
0x04bc00,3,
0x04c004,37,
0x04c100,1,
0x04c108,4,
0x04c180,14,
0x04c1c0,14,
0x04c200,1,
0x050000,18,
0x050050,2,
0x050060,2,
0x050070,2,
0x050080,3,
0x050090,1,
0x050098,1,
0x0500a0,1,
0x0500a8,12,
0x050100,8,
0x050140,8,
0x050180,8,
0x0501c0,8,
0x050200,16,
0x050400,6,
0x050420,6,
0x050440,6,
0x050460,6,
0x050480,1,
0x0504c0,1,
0x0504e0,14,
0x050520,6,
0x050540,6,
0x050560,6,
0x050580,1,
0x0505c0,1,
0x0505e0,14,
0x050620,6,
0x050640,6,
0x050660,6,
0x050680,1,
0x0506c0,1,
0x0506e0,8,
0x050708,2,
0x050718,2,
0x050800,3,
0x050810,10,
0x050840,6,
0x050860,5,
0x050900,6,
0x050920,6,
0x050940,17,
0x050a00,2,
0x051000,1,
0x051080,1,
0x051088,4,
0x0510a4,6,
0x0510c4,5,
0x051100,2,
0x051144,1,
0x051150,14,
0x0511a4,1,
0x0511b0,4,
0x051404,1,
0x051478,35,
0x051524,8,
0x051584,1,
0x0515a8,23,
0x051800,7,
0x051820,42,
0x0518e4,1,
0x0518f4,6,
0x051914,3,
0x051940,1,
0x051950,4,
0x051964,6,
0x051980,3,
0x0519a4,4,
0x0519c0,6,
0x0519e0,6,
0x051a00,2,
0x051c00,1,
0x051c0c,4,
0x051c80,13,
0x051cc0,13,
0x051d00,1,
0x051d40,13,
0x051d80,5,
0x051da0,4,
0x052004,1,
0x05200c,1,
0x052024,1,
0x052034,62,
0x052130,23,
0x052190,32,
0x052800,3,
0x052810,3,
0x052820,3,
0x052830,3,
0x052840,3,
0x052850,3,
0x052860,3,
0x052870,3,
0x052880,3,
0x052890,72,
0x0529c0,9,
0x052a00,3,
0x052a10,3,
0x052a20,3,
0x052a30,3,
0x052a40,3,
0x052a50,3,
0x052a60,3,
0x052a70,3,
0x052a80,3,
0x052a90,3,
0x052aa0,30,
0x052b24,1,
0x052b2c,12,
0x052b60,3,
0x052b70,3,
0x052b80,3,
0x052b90,3,
0x052ba0,3,
0x052bb0,3,
0x052bc0,3,
0x052bd0,3,
0x052be0,3,
0x052bf0,3,
0x052c00,3,
0x052c10,3,
0x052c20,3,
0x053000,15,
0x053044,3,
